"";"X";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"396";396;"rt elpaisbrasil coreia do norte colocou em funcionamento seu missil medio alcance pois testalo com sucesso neste domingo https�";FALSE;0;NA;"2017-05-22 18:37:23";FALSE;NA;866724687472189440;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RDSaraceno";6;TRUE;FALSE;NA;NA
"397";397;"rt renovamidia brasil policia feral smente noticia e informa que nao esta sofrendo smonte por parte do governo temer";FALSE;0;NA;"2017-05-22 18:37:22";FALSE;NA;866724684716539904;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"kuribah";8;TRUE;FALSE;NA;NA
"398";398;"rt iloveputarias vamo transar ate o brasil melhorar";FALSE;0;NA;"2017-05-22 18:37:21";FALSE;NA;866724680539021312;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"jvcarvalho2001";6637;TRUE;FALSE;NA;NA
"399";399;"rt gugachacra nao estava a par hoje a corrupcao no brasil sera o tema do 60 minutes mais importante programa noticias dos eua vou�";FALSE;0;NA;"2017-05-22 18:37:21";FALSE;NA;866724680056680448;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"DocesVerdades";319;TRUE;FALSE;NA;NA
"400";400;"ney franco comprou uma briga com a torcida mais chata do brasil preferir jogar longe da ilha tiro no pe seu ultimo jogo e quarta";FALSE;0;NA;"2017-05-22 18:37:21";FALSE;NA;866724678706110464;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"TCarocho";0;FALSE;FALSE;NA;NA
"401";401;"rt cellbit o brasil e o twitter";FALSE;0;NA;"2017-05-22 18:37:20";FALSE;NA;866724678504775680;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"HeyNiick";5673;TRUE;FALSE;NA;NA
"402";402;"publicado edital auxilio financeiro para apresentacao trabalhos cientificos ou artisticos no brasil";FALSE;0;NA;"2017-05-22 18:37:20";FALSE;NA;866724677938536448;NA;"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>";"UFTnoticias";0;FALSE;FALSE;NA;NA
"403";403;"rt brasil247 tijolaco aecio e tragado pelo rodamoinho odio construiu brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:37:20";FALSE;NA;866724677565263872;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tadeu_alves";47;TRUE;FALSE;NA;NA
"404";404;"rt brasil247 monica iozzi tera pagar r 30 mil a gilmar mens brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:37:20";FALSE;NA;866724676596322304;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"arte_prima";29;TRUE;FALSE;NA;NA
"405";405;"rt maryjutimbeta vai ter greve sim e se nao gostou sai do brasil euapoioagrevegeral";FALSE;0;NA;"2017-05-22 18:37:19";FALSE;NA;866724674239115264;NA;"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>";"WenderDeivson";1;TRUE;FALSE;NA;NA
"406";406;"rt leogomi robinho fred rafa moura otero cazares luan se emprestar maicosuel ao inter atletico ficaria com 6 opcoes ofensivas na�";FALSE;0;NA;"2017-05-22 18:37:19";FALSE;NA;866724673144356864;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"LOBOMAL__";63;TRUE;FALSE;NA;NA
"407";407;"galera vamo ixe like nesse vio vamo brasil quero ve esse vio estora bomba ixe like e se increvase";FALSE;0;NA;"2017-05-22 18:37:19";FALSE;NA;866724670799839232;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"leonard81705778";0;FALSE;FALSE;NA;NA
"408";408;"rt robertaandrae homem da mala era assessor especial operador temer antes ir para a jbs brasil 247";FALSE;0;NA;"2017-05-22 18:37:19";FALSE;NA;866724670359441408;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"luisandrefq_";1;TRUE;FALSE;NA;NA
"409";409;"rt jornaloglobo meu filho esta preso por lealda a voce diz pai frerico pacheco para aecio neves https�";FALSE;0;NA;"2017-05-22 18:37:18";FALSE;NA;866724670099345408;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"fabioacm";71;TRUE;FALSE;NA;NA
"410";410;"oh meu us ed chegou u2665ufe0f";FALSE;0;NA;"2017-05-22 18:37:18";FALSE;NA;866724668882997248;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"mannuteix";0;FALSE;FALSE;NA;NA
"411";411;"comparsa da mafia do lula";FALSE;0;NA;"2017-05-22 18:37:17";FALSE;NA;866724665305296896;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"BKANTIFUNGOS";0;FALSE;FALSE;NA;NA
"412";412;"rt brasilfotos enquanto voce le este post muito provavelmente malas dinheiro continuam voando pelos ceus do brasil a corrupcao cont�";FALSE;0;NA;"2017-05-22 18:37:15";FALSE;NA;866724656983801856;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"IvonaldoPiaba";152;TRUE;FALSE;NA;NA
"413";413;"rt mblivre acordo feito com joesley batista e absurdo lacao expos a corrupcao mais cara ja vista no brasil porem um acordo exagerada�";FALSE;0;NA;"2017-05-22 18:37:14";FALSE;NA;866724652273553408;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"VeraLuciaDutra";223;TRUE;FALSE;NA;NA
"414";414;"o justin e mais lindo que o brasil todo junto start beliebers justin4mmva";FALSE;0;NA;"2017-05-22 18:37:14";FALSE;NA;866724651011014656;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BiaMota21";0;FALSE;FALSE;NA;NA
"415";415;"rt renovamidia brasil policia feral smente noticia e informa que nao esta sofrendo smonte por parte do governo temer";FALSE;0;NA;"2017-05-22 18:37:12";FALSE;NA;866724642362449920;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"vecchia60";8;TRUE;FALSE;NA;NA
"416";416;"fracasso bilheterias nos eua �rei arthur� estreia em primeiro no brasil";FALSE;0;NA;"2017-05-22 18:37:12";FALSE;NA;866724641318088704;NA;"<a href=""http://www.oestadoce.com.br"" rel=""nofollow"">Portal O Estado</a>";"oestadoonline";0;FALSE;FALSE;NA;NA
"417";417;"cleytonandrae flavio gomes e um dos caras mais imbecis da imprensa esportiva ele conseguiu ser mandado embora d�";FALSE;0;"CleytonAndradee";"2017-05-22 18:37:11";TRUE;866723381307211776;866724640013594624;169474165;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"MagaldiCarlos";0;FALSE;FALSE;NA;NA
"418";418;"rt sexolia vamos transar ate o brasil melhorar";FALSE;0;NA;"2017-05-22 18:37:10";FALSE;NA;866724634439319552;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Drri1997";195;TRUE;FALSE;NA;NA
"419";419;"rt textoscrueis brasileiro melhor coisa ja feita pq a gente ta se afundando na merda mas ta fazendo meme ate morrer kkkkkkkkk brasil eu t�";FALSE;0;NA;"2017-05-22 18:37:10";FALSE;NA;866724634238083072;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"isabeullapecker";5206;TRUE;FALSE;NA;NA
"420";420;"tava assistindo uns vios sobre o periodo do imperio no brasil e agr que eu vi que o trabalho e sobre o filme que passaram na aula";FALSE;0;NA;"2017-05-22 18:37:10";FALSE;NA;866724633491406848;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Raayper_eira";0;FALSE;FALSE;NA;NA
"421";421;"tdporvocesophia sophiaabrahao nay sabe q dia a sophia volta pro brasil";FALSE;0;"Tdporvocesophia";"2017-05-22 18:37:09";FALSE;866724243173724160;866724631218139136;30886051;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";"FCBlanco_suede_";0;FALSE;FALSE;NA;NA
"422";422;"rt euidiotices carteiras das escolas japao brasil";FALSE;0;NA;"2017-05-22 18:37:09";FALSE;NA;866724630786080768;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"nathaliachave15";1480;TRUE;FALSE;NA;NA
"423";423;"retweeted brasil fato brasilfato nos ultimos dias um virus muito potente se espalhou em computadores";FALSE;0;NA;"2017-05-22 18:37:09";FALSE;NA;866724628382703616;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"AldoNunes57";0;FALSE;FALSE;NA;NA
"424";424;"incrivel arte meme vira ciencia no brasil ";FALSE;0;NA;"2017-05-22 18:37:08";FALSE;NA;866724627262918656;NA;"<a href=""http://www.topgyn.com.br/"" rel=""nofollow"">PORTAL TOPGYN HOME - WP</a>";"portaltopgyn";0;FALSE;FALSE;NA;NA
"425";425;"rt correio24horas advogados aecio dilma lula e temer se unem contra a lava jato mexeu com um mexeu com todos";FALSE;0;NA;"2017-05-22 18:37:08";FALSE;NA;866724626159857664;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>";"CarlosIsaasSant";2;TRUE;FALSE;NA;NA
"426";426;"carmen lucia rebate rumores sobre assumir a presincia via exame";FALSE;0;NA;"2017-05-22 18:37:08";FALSE;NA;866724625451024384;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"glbruni";0;FALSE;FALSE;NA;NA
"427";427;"rt lucca pra fiesp o brasil venceu venceu quem o temer o aecio quem venceu fiesp";FALSE;0;NA;"2017-05-22 18:37:06";FALSE;NA;866724618366791680;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"denisnaweb";6;TRUE;FALSE;NA;NA
"428";428;"rt renovamidia brasil policia feral smente noticia e informa que nao esta sofrendo smonte por parte do governo temer";FALSE;0;NA;"2017-05-22 18:37:05";FALSE;NA;866724613664931840;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"cabralfsteel";8;TRUE;FALSE;NA;NA
"429";429;"rt gojammaj junior friboi o outro irmao se filiou ao pmdb levado por temer brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:37:05";FALSE;NA;866724613568462848;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"al17212";2;TRUE;FALSE;NA;NA
"430";430;"acordar p a vida ";FALSE;0;NA;"2017-05-22 18:37:05";FALSE;NA;866724612016680960;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"brasil_julianaa";0;FALSE;FALSE;NA;NA
"431";431;"senador ronaldo caiado tona michel temer e diz que ele cometeu crime responsabilida";FALSE;0;NA;"2017-05-22 18:37:05";FALSE;NA;866724611924398080;NA;"<a href=""http://www.networkedblogs.com/"" rel=""nofollow"">NetworkedBlogs</a>";"brasil_torcedor";0;FALSE;FALSE;NA;NA
"432";432;"rt iaelcseuputo to nem ai pra hora do brasil";FALSE;0;NA;"2017-05-22 18:37:03";FALSE;NA;866724603196035072;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"mateusimplicio9";1;TRUE;FALSE;NA;NA
"433";433;"rt cynaramenezes quais as razoes ocultas para que o globo queira que temer saia e a folha queira que temer fique amor pelo brasil e que�";FALSE;0;NA;"2017-05-22 18:37:02";FALSE;NA;866724601501503488;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"ritasilveiragp";213;TRUE;FALSE;NA;NA
"434";434;"rt paulacamara pf diz que ainda nao recebeu gravador joesley ";FALSE;0;NA;"2017-05-22 18:37:02";FALSE;NA;866724599400194048;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"taiswb";11;TRUE;FALSE;NA;NA
"435";435;"rt biamartins5150 hj a antisocial do brasil aqui ta so sorrisos o povo aqui ta tudo sconfiado uahauah brazil to billboard ucd5cuace0ub9acub354ub0a8uc900 htt�";FALSE;0;NA;"2017-05-22 18:37:01";FALSE;NA;866724598779392000;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"NeveCrystalina";18;TRUE;FALSE;NA;NA
"436";436;"rt gleeklylas essa e a capivara do hexa   u2015u30d8      u26bd  u26bd    u25bc     u4ea0u30ce uuffe3uuffe3uffe3uffe3uffe3uuffe3u repasse pro tite trazer o hexa�";FALSE;0;NA;"2017-05-22 18:37:01";FALSE;NA;866724598653603840;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"achele";2;TRUE;FALSE;NA;NA
"437";437;"rt brasil247 lacao da jbs ixa o psdbmg sem rumo para 2018 brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:37:00";FALSE;NA;866724592685125632;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"SturtSilva";66;TRUE;FALSE;NA;NA
"438";438;"rt elikatakimoto fizeram acreditar que o brasil estava falido para restabelecer uma politica estado minimo e impor um molo neolibera�";FALSE;0;NA;"2017-05-22 18:37:00";FALSE;NA;866724592433410048;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"cristinaalvesde";187;TRUE;FALSE;NA;NA
"439";439;"rt anapaularenault em um 1 momento o brasil po sofrer economia etcmas a faxina e necessaria q o ventilador continue rodando a mil�";FALSE;0;NA;"2017-05-22 18:36:59";FALSE;NA;866724589354835968;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Cintiaf69980183";146;TRUE;FALSE;NA;NA
"440";440;"rt joaogranette meia ve ser titular novamente na quartafeira contra o atleticogo pela copa do brasil lancefla";FALSE;0;NA;"2017-05-22 18:36:59";FALSE;NA;866724589338071040;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"RodrigoSSilva_";8;TRUE;FALSE;NA;NA
"441";441;"rt zonalivrefmbr ed sheeran ja esta no brasil cantor e recebido com samba e caipirinhas em curitiba";FALSE;0;NA;"2017-05-22 18:36:59";FALSE;NA;866724589275164672;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>";"SuhKookiee";12;TRUE;FALSE;NA;NA
"442";442;"rt xicosa na guerra politica entre jornais e tvs o brasil virou a patria dos ombudsmans sim a palavra e d origem sueca e o plural e as�";FALSE;0;NA;"2017-05-22 18:36:59";FALSE;NA;866724588440387584;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"cpolettini";81;TRUE;FALSE;NA;NA
"443";443;"rt omarcelotorres acoes do banco do brasil aceleram perdas e agora ja caem 565 coitado do pequeno investidor os grans sabemos se�";FALSE;0;NA;"2017-05-22 18:36:59";FALSE;NA;866724588239151104;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Lael_Arruda";1;TRUE;FALSE;NA;NA
"444";444;"rt tijolaco da imensa diferenca entre quem ama o brasil e quem so ama a si mesmo ";FALSE;0;NA;"2017-05-22 18:36:58";FALSE;NA;866724585609326592;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Cabral1957Paulo";76;TRUE;FALSE;NA;NA
"445";445;"rt blogdonoblat meu filho esta preso por lealda a voce diz pai frerico pacheco para aecio neves stest�";FALSE;0;NA;"2017-05-22 18:36:58";FALSE;NA;866724585231798272;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"CarlosGMorale1";13;TRUE;FALSE;NA;NA
"446";446;"cf com todos voces ouvintes e amigos da radio cmb as 16h do brasil 20h portugal sempre com sons fantasticos";FALSE;0;NA;"2017-05-22 18:36:57";FALSE;NA;866724581473755136;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"RadioCMB";0;FALSE;FALSE;NA;NA
"447";447;"rt edmilsonpapo10 10 em 10 vagabundos e vagabundas que pem diretas ja no brasil dizem que diretas ja na venezuela e golpe entenr�";FALSE;0;NA;"2017-05-22 18:36:57";FALSE;NA;866724580005740544;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"FlaviaRdeOMend1";437;TRUE;FALSE;NA;NA
"448";448;"rt omundrongo fhc trama contra o brasil fhc acionou nelson jobim para fazer a ponte com o pt e fenu uniao contra a crise";FALSE;0;NA;"2017-05-22 18:36:57";FALSE;NA;866724578076368896;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"pitocofsa";15;TRUE;FALSE;NA;NA
"449";449;"rt fsradiobrasil o goleiro do santos pra mim e um dos tres maiores do brasil afirmou flaviogomes69 agora no fsradiobrasil https�";FALSE;0;NA;"2017-05-22 18:36:56";FALSE;NA;866724577430315008;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"FabioHC33";3;TRUE;FALSE;NA;NA
"450";450;"catharinah16 pelo fim da oab muda brasil";FALSE;1;"catharinah16";"2017-05-22 18:36:56";FALSE;866724379757076480;866724576755101696;838481725;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"renatosf";0;FALSE;FALSE;NA;NA
"451";451;"amem";FALSE;0;NA;"2017-05-22 18:36:56";FALSE;NA;866724576486731776;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"Ovei_bee_eca";0;FALSE;FALSE;NA;NA
"452";452;"tagravadobrasil marcosharter eu acredito brasil e terra dos laranjas quem precisa limpar imagem queimada se�";FALSE;0;"TaGravadoBrasil";"2017-05-22 18:36:55";TRUE;866724049707311104;866724573672243200;2847246244;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"lucienevr";0;FALSE;FALSE;NA;NA
"453";453;"olha esse sorriso brasil u2764 que vonta apertar edu00a0u00bdu00b8u008d meu ultimate e um bolinho sz jungkookoppa";FALSE;0;NA;"2017-05-22 18:36:55";FALSE;NA;866724569603637248;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Jubs_ARMYS2";0;FALSE;FALSE;NA;NA
"454";454;"oficialmente o homem mais feliz do brasil nesse momento";FALSE;0;NA;"2017-05-22 18:36:54";FALSE;NA;866724565627613184;NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"kureiiji";0;FALSE;FALSE;NA;NA
"455";455;"em portugal votava 9 da pop no reino unido votava 7 da pop no imperio do brasil votava 13 da pop nos estados unidos votava 18 da pop";FALSE;1;NA;"2017-05-22 18:36:53";FALSE;NA;866724565292118016;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"monarquista2016";0;FALSE;FALSE;NA;NA
"456";456;"rt robertaandrae janaina culpa fhc pela zorra total brasileira brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:36:53";FALSE;NA;866724563014569984;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"trajanojorge";1;TRUE;FALSE;NA;NA
"457";457;"fernandarealy e nao vai dizer que vai embora do brasil ne ";FALSE;0;"Fernandarealy";"2017-05-22 18:36:53";FALSE;866723526459498496;866724562100158464;2784427967;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"militaojoyce";0;FALSE;FALSE;NA;NA
"458";458;"rt psoloficial ate roger waters do pink floyd sabe o que esta acontecendo no brasil foratemer diretasja via midianinja httpst�";FALSE;0;NA;"2017-05-22 18:36:53";FALSE;NA;866724561605324800;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"luccoelho";19;TRUE;FALSE;NA;NA
"459";459;"rt oglobopolitica operacao usada por temer como motivo para receber dono da jbs so ocorreu 10 dias apos encontro";FALSE;0;NA;"2017-05-22 18:36:52";FALSE;NA;866724559801765888;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"pedrocmpns";273;TRUE;FALSE;NA;NA
"460";460;"meu antigo professor baixo q mostia a parte e um dos melhores do brasil hue formou uma banda nova so com dinossauros da musica";FALSE;0;NA;"2017-05-22 18:36:52";FALSE;NA;866724559197745152;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"pedreirosdapqp";0;FALSE;FALSE;NA;NA
"461";461;"amo maria fernanda candido a terapeuta ocupacional mais famosa do brasil";FALSE;0;NA;"2017-05-22 18:36:52";FALSE;NA;866724559013240832;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"jllms";0;FALSE;FALSE;NA;NA
"462";462;"rt lucasrq 2 no brasil nao se tem uma emissora revista ou jornal para ser chamada direita nos falta uma veiculo serio assim como�";FALSE;0;NA;"2017-05-22 18:36:52";FALSE;NA;866724557310357504;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"guitentdacvest1";1;TRUE;FALSE;NA;NA
"463";463;"rt omundrongo fhc trama contra o brasil fhc acionou nelson jobim para fazer a ponte com o pt e fenu uniao contra a crise";FALSE;0;NA;"2017-05-22 18:36:51";FALSE;NA;866724556526018560;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Joao05J";15;TRUE;FALSE;NA;NA
"464";464;"to dirigindo igual ao airton sena do brasil edu00a0u00bdu00bau0097edu00a0u00bdu00b2u00a8 edu00a0u00bdu00b8u0082";FALSE;0;NA;"2017-05-22 18:36:51";FALSE;NA;866724555150286848;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"wendelsanttos04";0;FALSE;FALSE;NA;NA
"465";465;"rt openyurice seventeen vem pro brasil preparem o bolso";FALSE;0;NA;"2017-05-22 18:36:50";FALSE;NA;866724551690002432;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"marimonnia";3;TRUE;FALSE;NA;NA
"466";466;"rt alan8oliveira ese lula e cao que sceu e escolheu o brasil pra atentar pra monizar e levar o caos ao nosso pais este cara tem qu�";FALSE;0;NA;"2017-05-22 18:36:49";FALSE;NA;866724548326166528;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"iva_ivani";6;TRUE;FALSE;NA;NA
"467";467;"existe loco pra tudo nesse brasil";FALSE;0;NA;"2017-05-22 18:36:49";FALSE;NA;866724547902545920;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"MarquesQuiito";0;FALSE;FALSE;NA;NA
"468";468;"um meteoro esta vindo em direcao ao brasil se eu nao encontrar uma namorada em 48 horas nao havera mais brasil";FALSE;0;NA;"2017-05-22 18:36:49";FALSE;NA;866724546849767424;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"hmscarpitti";0;FALSE;FALSE;NA;NA
"469";469;"heartedkaty venha pro brasil a gente espera na fila";FALSE;0;"heartedkaty";"2017-05-22 18:36:48";FALSE;866703338934595584;866724543624339456;1335059035;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"pedrobuffay";0;FALSE;FALSE;NA;NA
"470";470;"brasil urgente datena conversa com jair bolsonaro sobre a crise via youtube";FALSE;0;NA;"2017-05-22 18:36:48";FALSE;NA;866724543456563200;NA;"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>";"SantirlonSantos";0;FALSE;FALSE;NA;NA
"471";471;"rt gojammaj a nebulosa relacao entre jbs aecio e o jornal hoje em dia brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:36:48";FALSE;NA;866724542689017856;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"al17212";2;TRUE;FALSE;NA;NA
"472";472;"rt sputnikbrasil stf suspen julgamento possivel fim do inquerito contra temer";FALSE;0;NA;"2017-05-22 18:36:47";FALSE;NA;866724536858890240;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"oobservadorbr";9;TRUE;FALSE;NA;NA
"473";473;"na russia e china e tambem ate no ira o governo interferiu na venezuela igual no brasil ficam chamando a paz e dialogo la fascistas";FALSE;0;NA;"2017-05-22 18:36:46";FALSE;NA;866724533482532864;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"d1f7814069b44e8";0;FALSE;FALSE;NA;NA
"474";474;"mae e connada a pena maior que reus da lavajato por roubar ovos via jornalextra";FALSE;0;NA;"2017-05-22 18:36:46";FALSE;NA;866724532970803200;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"Ronyqueivy";0;FALSE;FALSE;NA;NA
"475";475;"mae e connada a pena maior que reus da lavajato por roubar ovos via jornalextra";FALSE;0;NA;"2017-05-22 18:36:46";FALSE;NA;866724532391903232;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"Helo_motas";0;FALSE;FALSE;NA;NA
"476";476;"fhc volta a pedir renuncia temer e sobre aecio diz fatos sao fatos brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:36:45";FALSE;NA;866724530781380608;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"valcris955";0;FALSE;FALSE;NA;NA
"477";477;"rt mblivre acordo feito com joesley batista e absurdo lacao expos a corrupcao mais cara ja vista no brasil porem um acordo exagerada�";FALSE;0;NA;"2017-05-22 18:36:44";FALSE;NA;866724523957202944;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"Nilsonbaterista";223;TRUE;FALSE;NA;NA
"478";478;"rt correio24horas advogados aecio dilma lula e temer se unem contra a lava jato mexeu com um mexeu com todos";FALSE;0;NA;"2017-05-22 18:36:44";FALSE;NA;866724523424481280;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"SapucaiaRicardo";2;TRUE;FALSE;NA;NA
"479";479;"rt estadao o brasil esta mais para the walking ad do que para house of cards diz procurador da lava jato";FALSE;0;NA;"2017-05-22 18:36:43";FALSE;NA;866724521998417920;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"IgorAlmeidaAP";632;TRUE;FALSE;NA;NA
"480";480;"rt camilacabellobr camila falando que ama o brasil durante live no instagram via 13thd";FALSE;0;NA;"2017-05-22 18:36:43";FALSE;NA;866724520295636992;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>";"Camzlittlebello";1392;TRUE;FALSE;NA;NA
"481";481;"o brasil ta um jeito que nos nao sabemos mais em quem votar pra que votar mais nesses corruptos";FALSE;0;NA;"2017-05-22 18:36:43";FALSE;NA;866724519326740480;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"MaurlioSantana1";0;FALSE;FALSE;NA;NA
"482";482;"rt sputnikbrasil stf suspen julgamento possivel fim do inquerito contra temer";FALSE;0;NA;"2017-05-22 18:36:42";FALSE;NA;866724516738863104;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"belsinthesky";9;TRUE;FALSE;NA;NA
